session_id	ts	article	choice	query	question
81e142225300f848	2017-08-07T07:02:23Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be a good result?
52d8a7fbd418b4a2	2017-08-07T07:02:40Z	Item-item collaborative filtering	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
aa22f6dabf5ca906	2017-08-07T07:03:48Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
678c6caef1af886d	2017-08-07T07:03:53Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
c23540439bb65067	2017-08-07T07:05:11Z	The Kids from Room 402	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
8e66606567edb95f	2017-08-07T07:05:40Z	List of search engines	timeout	search engine	If someone searched for '...', would they want to read this article?
e44deb1c5d1c38d4	2017-08-07T07:05:47Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
464018310a1d3d32	2017-08-07T07:06:43Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
152533568bf957c1	2017-08-07T07:08:19Z	V for Vendetta	no	who is v for vendetta?	Would you click on this page when searching for '...'?
f67608b4d24cd5f1	2017-08-07T07:09:31Z	The White Stripes	timeout	star and stripes	Would you click on this page when searching for '...'?
51beaad8f9667d9c	2017-08-07T07:10:42Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
e4d3be3bc0a6d5bb	2017-08-07T07:12:49Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
06875ffa0932dcc9	2017-08-07T07:13:06Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
e4d3be3bc0a6d5bb	2017-08-07T07:15:53Z	Barney & Friends	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
ca1518fcfbc766d1	2017-08-07T07:16:09Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
548d6ad781c2ab99	2017-08-07T07:17:52Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
521e95a58315a5f3	2017-08-07T07:18:07Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
185656059444d8a4	2017-08-07T07:18:52Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
429364819b5bf6ef	2017-08-07T07:19:19Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
38ae82c317a5d1d5	2017-08-07T07:20:03Z	10-foot user interface	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
055e50ee40273e0d	2017-08-07T07:21:06Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
0ef3467f7662e77e	2017-08-07T07:22:17Z	Flower	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
e1a7d1de66a00903	2017-08-07T07:23:35Z	List of V for Vendetta characters	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
171a5d4272fe6363	2017-08-07T07:23:55Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
ecd782b78f94908b	2017-08-07T07:25:44Z	V (comics)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
3083942e90ef1341	2017-08-07T07:26:35Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
bfe41c5636c479db	2017-08-07T07:28:15Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
2274f1dffcb14b00	2017-08-07T07:28:57Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
24a929112c686f44	2017-08-07T07:29:01Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
7ca4b74dec193fb5	2017-08-07T07:29:58Z	The Kids from Room 402	dismiss	why is a baby goat a kid?	Would you click on this page when searching for '...'?
4a5c64e894406fe2	2017-08-07T07:30:27Z	Fewer vs. less	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
169814acc8d3545a	2017-08-07T07:30:53Z	10-foot user interface	no	10 items or fewer	Would you click on this page when searching for '...'?
2fcc0b7ab13cffc5	2017-08-07T07:33:26Z	Genius (website)	yes	what is a genius iq?	If someone searched for '...', would they want to read this article?
c165661af509458e	2017-08-07T07:34:21Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
f55ec393b6efddf2	2017-08-07T07:34:38Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
b2891e50fef166c2	2017-08-07T07:35:22Z	Flower	yes	how do flowers bloom?	If you searched for '...', would this article be a good result?
c8db7b4e3e1633aa	2017-08-07T07:36:03Z	Ian Bannen	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
7a998856173fd854	2017-08-07T07:36:10Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
af40d803a6f7bbf1	2017-08-07T07:37:09Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
8d5eefdefdd66d33	2017-08-07T07:37:27Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
6d38d41870c25c9d	2017-08-07T07:38:16Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
7e999e1a6d8062f6	2017-08-07T07:40:00Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
647a8a6fe601fa5b	2017-08-07T07:40:44Z	Ian Bannen	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
b6878f1a1fb51db0	2017-08-07T07:41:55Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
2af05b4923071b47	2017-08-07T07:43:13Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
165be9cc83359048	2017-08-07T07:43:42Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
a0e98320730d147d	2017-08-07T07:46:03Z	List of search engines	timeout	search engine	If you searched for '...', would this article be relevant?
46248966ea68d1e4	2017-08-07T07:47:04Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
d3d79dbcbefc0c64	2017-08-07T07:47:39Z	V for Vendetta	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
f27ffd9a504f1af1	2017-08-07T07:48:27Z	V (comics)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
a607acbe4dad70a0	2017-08-07T07:48:46Z	Fewer vs. less	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
68606bfc56b84331	2017-08-07T07:49:26Z	Oliver Hardy filmography	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
ff93f32a07fa84a0	2017-08-07T07:50:52Z	The Sweet (album)	timeout	block buster	If you searched for '...', would this article be relevant?
a04e3d4ac058abae	2017-08-07T07:51:56Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
2c7aa20853b5a428	2017-08-07T07:52:47Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
227d69cce0442638	2017-08-07T07:55:38Z	Web search engine	timeout	search engine	If you searched for '...', would this article be relevant?
53853d94177466df	2017-08-07T07:55:46Z	The White Stripes	timeout	star and stripes	Would you click on this page when searching for '...'?
bfe8a5d4f9ecbe0e	2017-08-07T07:55:51Z	Oliver Hardy filmography	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
81827a5d7550ec80	2017-08-07T07:56:25Z	Ian Bannen	yes	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
e21e9a84a3af38c3	2017-08-07T07:58:21Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
04de4e72c86e6c16	2017-08-07T08:00:17Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be relevant?
fd00e440dbf0e7d2	2017-08-07T08:02:19Z	Flowers in the Attic	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
fa3a1afdc72eb2b4	2017-08-07T08:03:48Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
07eefc4258b64e86	2017-08-07T08:04:54Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
4c2ea75319aa6595	2017-08-07T08:05:53Z	Item-item collaborative filtering	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
5dd13bc79efb8636	2017-08-07T08:09:54Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
66a24e3ad8ffbc75	2017-08-07T08:10:26Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
c8a2506536ba39bd	2017-08-07T08:15:54Z	Genius (website)	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
f695ac370d45507e	2017-08-07T08:16:51Z	The White Stripes	no	star and stripes	If someone searched for '...', would they want to read this article?
5167cafa0675b6f4	2017-08-07T08:17:08Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
1f5b1e8af13b2df4	2017-08-07T08:18:19Z	List of V for Vendetta characters	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
889ab747916183bd	2017-08-07T08:20:21Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
96f58e7600e23f64	2017-08-07T08:22:57Z	Audio search engine	timeout	search engine	Would you click on this page when searching for '...'?
3d20940827e27d5e	2017-08-07T08:23:56Z	The Stars and Stripes Forever	no	star and stripes	If someone searched for '...', would they want to read this article?
49ac2a3a0a52ded0	2017-08-07T08:24:26Z	Blockbuster	timeout	block buster	If you searched for '...', would this article be relevant?
6c5c258f555ee8ff	2017-08-07T08:24:59Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
346b254d63dfaacc	2017-08-07T08:25:29Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
d57e6ec9663848b3	2017-08-07T08:25:29Z	V (comics)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
04506d90e81adffa	2017-08-07T08:25:51Z	Item-item collaborative filtering	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
2b672430834f164e	2017-08-07T08:26:38Z	The White Stripes	timeout	star and stripes	If someone searched for '...', would they want to read this article?
9c13896ea5d9b458	2017-08-07T08:26:50Z	List of V for Vendetta characters	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
9f631ec8329a0129	2017-08-07T08:26:53Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
e9d1b7dc1271da40	2017-08-07T08:28:13Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be a good result?
ed38637483131f7e	2017-08-07T08:29:08Z	High IQ society	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
7d4279064a5d9f57	2017-08-07T08:29:18Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
a4034a08390f18f5	2017-08-07T08:29:45Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
90052234413efc6c	2017-08-07T08:31:13Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be relevant?
1bd3a4c42f48911f	2017-08-07T08:33:54Z	Barney & Friends	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
b978d11f664befee	2017-08-07T08:35:23Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
a2bf23c2c9ae574f	2017-08-07T08:35:31Z	Buster Keaton	no	block buster	If you searched for '...', would this article be relevant?
1cc6ef8f0c7f0a19	2017-08-07T08:36:11Z	Genius	yes	what is a genius iq?	If someone searched for '...', would they want to read this article?
1b00aeff040e8e5d	2017-08-07T08:36:29Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
adde5ba5e356b4c6	2017-08-07T08:36:37Z	Barney & Friends	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
0f0d559ec27a5121	2017-08-07T08:36:44Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
c1f7e16997f530fd	2017-08-07T08:37:52Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
7e4c3ef5c89915c1	2017-08-07T08:39:39Z	Blockbuster	timeout	block buster	If you searched for '...', would this article be relevant?
c22fa28d77f8b94a	2017-08-07T08:40:44Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be a good result?
47ad712590bdf94e	2017-08-07T08:41:02Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
34c1f923c057a81a	2017-08-07T08:41:56Z	High IQ society	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
2262f1ebb178d630	2017-08-07T08:44:15Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
550c464dd5c8d810	2017-08-07T08:44:48Z	Genius	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
2a165b6c66b70a30	2017-08-07T08:45:37Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
f8badac9474c8bc9	2017-08-07T08:46:38Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
22e658914e991701	2017-08-07T08:48:08Z	Blockbuster	timeout	block buster	If you searched for '...', would this article be a good result?
e1bc3d8dce0f8a2c	2017-08-07T08:48:51Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
b61a450a263d7db0	2017-08-07T08:49:19Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
a55d977db2e2a552	2017-08-07T08:49:41Z	Genius	no	what is a genius iq?	If someone searched for '...', would they want to read this article?
e3b1a3ae06742897	2017-08-07T08:50:29Z	List of V for Vendetta characters	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
1124ba8206f296c8	2017-08-07T08:51:11Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be relevant?
823ec1df4d7805e7	2017-08-07T08:52:41Z	The Collected Stories of Philip K. Dick	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
aabbba8d5604ae31	2017-08-07T08:52:54Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
91c561ffb1124f1c	2017-08-07T08:53:35Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
7fe530263d780396	2017-08-07T08:53:58Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
917d9e1219351568	2017-08-07T08:54:19Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
68ebc9588407150e	2017-08-07T08:56:15Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
9e7240ee7afb99c5	2017-08-07T08:56:22Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
db80e646a16b1be7	2017-08-07T09:00:21Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
adc446d35c6d1c9d	2017-08-07T09:00:46Z	IQ classification	yes	what is a genius iq?	If someone searched for '...', would they want to read this article?
1d74a3ec08e5eeac	2017-08-07T09:00:46Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
172b22fc9ad25dd1	2017-08-07T09:00:53Z	List of search engines	timeout	search engine	If someone searched for '...', would they want to read this article?
4ba2d807785e44ae	2017-08-07T09:01:56Z	Fewer vs. less	yes	10 items or fewer	If someone searched for '...', would they want to read this article?
8e2cf9c18ab48d7a	2017-08-07T09:01:59Z	Britain in Bloom	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
20fac4ad0ad4f164	2017-08-07T09:02:41Z	Buster Keaton	no	block buster	Would you click on this page when searching for '...'?
bd2ab8dffee58d10	2017-08-07T09:02:44Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
fe67347bde1a7e78	2017-08-07T09:04:44Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
88804a28ae947ef5	2017-08-07T09:06:14Z	Search engine optimization	timeout	search engine	If someone searched for '...', would they want to read this article?
83af1b58837ecd5d	2017-08-07T09:07:26Z	Search engine marketing	timeout	search engine	Would you click on this page when searching for '...'?
b81d1cec85568e18	2017-08-07T09:08:14Z	V for Vendetta	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
c0dcf6c71637a104	2017-08-07T09:09:32Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be a good result?
395b3c7bf50904d2	2017-08-07T09:09:56Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
486e62925a0bb965	2017-08-07T09:13:46Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
1e9dba617308c7fe	2017-08-07T09:15:18Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
ae5aa6e14f74eac7	2017-08-07T09:15:24Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be a good result?
a16b2aa4ff7e4844	2017-08-07T09:15:37Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
237667c90abbf345	2017-08-07T09:16:08Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
75d59d9f9c9aed0e	2017-08-07T09:17:01Z	Item 47	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
6431705ab3a81204	2017-08-07T09:18:12Z	V for Vendetta	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
5923c19f2d91552f	2017-08-07T09:18:19Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
98293ada8345a04e	2017-08-07T09:19:00Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	Would you click on this page when searching for '...'?
9149e2bcebf18dfe	2017-08-07T09:19:29Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
df95f39849b79830	2017-08-07T09:22:04Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
30b3a05a40a54d8b	2017-08-07T09:22:05Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
ef82d490c717dd71	2017-08-07T09:23:20Z	V (comics)	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
5fbc542189634761	2017-08-07T09:23:43Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
7426df5764872b23	2017-08-07T09:24:54Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
8bec3b9d3ea4d97b	2017-08-07T09:27:35Z	Barney & Friends	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
86a907f9d1433b9c	2017-08-07T09:27:47Z	Search engine marketing	timeout	search engine	Would you click on this page when searching for '...'?
64a772217aeffdc8	2017-08-07T09:28:52Z	Fewer vs. less	no	10 items or fewer	If you searched for '...', would this article be a good result?
736f1081ec8c0e57	2017-08-07T09:29:25Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
40488bee2613d198	2017-08-07T09:31:10Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
9b45c584bc1bd27c	2017-08-07T09:32:50Z	List of search engines	timeout	search engine	If you searched for '...', would this article be a good result?
1f024afa9feb464d	2017-08-07T09:34:22Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
bf9cffcf343283e4	2017-08-07T09:35:27Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
fcef7931ce083b75	2017-08-07T09:36:00Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
f6aea3d6c32c98a3	2017-08-07T09:38:14Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
a960d37b07b7e8d6	2017-08-07T09:39:06Z	IQ classification	no	what is a genius iq?	Would you click on this page when searching for '...'?
19a0281b70a814ee	2017-08-07T09:39:36Z	The White Stripes	timeout	star and stripes	Would you click on this page when searching for '...'?
da0678a11f7baf8c	2017-08-07T09:41:31Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
a02836763303bd37	2017-08-07T09:41:31Z	The Stars and Stripes Forever	timeout	star and stripes	Would you click on this page when searching for '...'?
378c117c35684fca	2017-08-07T09:41:42Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
ab287c64bf1b0fd0	2017-08-07T09:41:42Z	List of search engines	timeout	search engine	If you searched for '...', would this article be relevant?
abd6ca66e07f25c9	2017-08-07T09:43:54Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
91ed54ad0b1e228b	2017-08-07T09:44:03Z	V for Vendetta (film)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
d3ea54c01b8d2a6c	2017-08-07T09:45:41Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
bd4feba91e3debd7	2017-08-07T09:46:26Z	Item-item collaborative filtering	timeout	10 items or fewer	Would you click on this page when searching for '...'?
5146d71887dbb353	2017-08-07T09:46:43Z	Ian Bannen	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
e3d60d182b940b5f	2017-08-07T09:46:50Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
2bf73b7a7e8fe924	2017-08-07T09:46:59Z	Search engine marketing	timeout	search engine	Would you click on this page when searching for '...'?
e982e660b33a41fa	2017-08-07T09:47:10Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
6df76b2d86ebbb68	2017-08-07T09:48:19Z	How Do You Sleep? (John Lennon song)	no	yesterday beetles	If you searched for '...', would this article be a good result?
b7c032bb8e861beb	2017-08-07T09:48:49Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be a good result?
9d209c266e51ac5f	2017-08-07T09:49:15Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be relevant?
6273991daa2078ab	2017-08-07T09:49:33Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
14cd2539b1b719d5	2017-08-07T09:50:03Z	Genius	no	what is a genius iq?	If you searched for '...', would this article be relevant?
8cad2497993a2b9c	2017-08-07T09:51:16Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
b481973f67fda59b	2017-08-07T09:51:27Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
6e7f9b8dab7efd08	2017-08-07T09:51:39Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
f1b1cbadd267c094	2017-08-07T09:52:27Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
23643152de041bd8	2017-08-07T09:53:33Z	Item 47	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
f5848be824903a39	2017-08-07T09:53:58Z	Barney & Friends	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
6959f4e17194827f	2017-08-07T09:54:24Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
9ac0d446dd723d12	2017-08-07T09:54:44Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
eac75ee9ce23865a	2017-08-07T09:55:26Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be a good result?
20e4bc553b507852	2017-08-07T09:56:10Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
604598b0ae13c6c3	2017-08-07T09:56:21Z	Search engine marketing	timeout	search engine	Would you click on this page when searching for '...'?
0e7bd465b4085684	2017-08-07T09:57:01Z	Item 47	timeout	10 items or fewer	Would you click on this page when searching for '...'?
e972973e4bdd1805	2017-08-07T09:57:46Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
43f60208e9ff1a41	2017-08-07T09:59:43Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be a good result?
0c6fff68adc43d08	2017-08-07T10:00:15Z	Fewer vs. less	yes	10 items or fewer	If you searched for '...', would this article be a good result?
400b91f5c398a0a7	2017-08-07T10:00:16Z	V for Vendetta	yes	who is v for vendetta?	Would you click on this page when searching for '...'?
7014fac9cecabded	2017-08-07T10:00:26Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
a800be8435813b67	2017-08-07T10:00:39Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
3e1081b83207149b	2017-08-07T10:01:15Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
e6dccc9a3506550a	2017-08-07T10:03:26Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
58280e33e706a7ec	2017-08-07T10:04:07Z	The Stars and Stripes Forever	timeout	star and stripes	Would you click on this page when searching for '...'?
e98f6cc07579584f	2017-08-07T10:04:49Z	The Stars and Stripes Forever	no	star and stripes	If you searched for '...', would this article be relevant?
8ae0e7b7a0e47b71	2017-08-07T10:04:50Z	V for Vendetta	yes	who is v for vendetta?	If you searched for '...', would this article be a good result?
1d97a57573c7fe5b	2017-08-07T10:05:18Z	How Do You Sleep? (John Lennon song)	dismiss	yesterday beetles	Would you click on this page when searching for '...'?
a94185bcf8f6dd6d	2017-08-07T10:05:28Z	The Collected Stories of Philip K. Dick	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
d14d91450097bb79	2017-08-07T10:09:45Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
94cadd3ef4116792	2017-08-07T10:09:49Z	Audio search engine	timeout	search engine	If you searched for '...', would this article be relevant?
4c361c688a54bbd5	2017-08-07T10:10:05Z	Blockbuster	timeout	block buster	If you searched for '...', would this article be relevant?
315efc8ed0c7ca28	2017-08-07T10:12:52Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
4bf015b854c31cba	2017-08-07T10:13:03Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be a good result?
7a50b9742b2d0361	2017-08-07T10:13:49Z	The Stars and Stripes Forever	no	star and stripes	If you searched for '...', would this article be relevant?
315efc8ed0c7ca28	2017-08-07T10:14:16Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
7e722ac42f590271	2017-08-07T10:15:09Z	The White Stripes	no	star and stripes	If someone searched for '...', would they want to read this article?
5c480b2db912f845	2017-08-07T10:15:15Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
97e4570543e5470a	2017-08-07T10:15:35Z	Buster Keaton	no	block buster	If you searched for '...', would this article be relevant?
e6589f741ec75ab9	2017-08-07T10:19:14Z	Search engine optimization	no	search engine	If you searched for '...', would this article be relevant?
4de9c5cc37503655	2017-08-07T10:19:17Z	Buster Keaton	no	block buster	If you searched for '...', would this article be relevant?
48cd5a51b905c1c0	2017-08-07T10:19:55Z	Search engine optimization	yes	search engine	Would you click on this page when searching for '...'?
0586306a8a26b6ad	2017-08-07T10:21:05Z	Web search engine	timeout	search engine	If someone searched for '...', would they want to read this article?
ac6bed97d9ce572c	2017-08-07T10:21:05Z	Super Why!	yes	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
be03c8747bbecab2	2017-08-07T10:23:47Z	High IQ society	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
ad027c058335f864	2017-08-07T10:23:52Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
844eae587d3d120c	2017-08-07T10:24:09Z	Item 47	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
