session_id	ts	article	choice	query	question
7430f12fc07407c5	2017-08-15T19:43:11Z	Fewer vs. less	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
ea1e923437085018	2017-08-15T19:43:13Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
3ad851da8d122fee	2017-08-15T19:43:26Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
077753ed5ee45c57	2017-08-15T19:43:43Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
6cd357d2d73269d2	2017-08-15T19:44:44Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
5b1d18eb20a66dc1	2017-08-15T19:44:54Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be relevant?
bc7601f978c368b3	2017-08-15T19:46:29Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
3c4b45dcc455e402	2017-08-15T19:46:50Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
8c05be0ae833e3af	2017-08-15T19:46:52Z	The Kids from Room 402	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
c2150beea7a9ddaa	2017-08-15T19:47:57Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
9c42321cad5af50a	2017-08-15T19:48:21Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
9aaf14d1bdfef5de	2017-08-15T19:48:40Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
85f93c45c13ab80b	2017-08-15T19:49:24Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
c99969f5907458a6	2017-08-15T19:50:24Z	Item-item collaborative filtering	timeout	10 items or fewer	Would you click on this page when searching for '...'?
34bd95998b3b9736	2017-08-15T19:51:16Z	10-foot user interface	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
5c6cbde1b13e3cb5	2017-08-15T19:52:58Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
c2150beea7a9ddaa	2017-08-15T19:53:04Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
30dab706e73ee8e0	2017-08-15T19:54:18Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
c7cb98100dfac67c	2017-08-15T19:55:35Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
9ae181d948da3e1a	2017-08-15T19:56:35Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
663fdead6903aa91	2017-08-15T19:57:27Z	Search engine optimization	timeout	search engine	Would you click on this page when searching for '...'?
1c327676176fb405	2017-08-15T19:58:30Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
6d85b731bf57b572	2017-08-15T19:59:07Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
5c99d226c5d2db3b	2017-08-15T19:59:09Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
d673139350f6ea73	2017-08-15T19:59:24Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
41640d6f736b30c5	2017-08-15T20:00:16Z	Private language argument	unsure	yesterday beetles	If someone searched for '...', would they want to read this article?
5eefc3567954c126	2017-08-15T20:04:13Z	Private language argument	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
00e89cb411098165	2017-08-15T20:05:19Z	Genius	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
6b860aaba098ca8b	2017-08-15T20:08:06Z	V for Vendetta (film)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
e5dce370a429cf7d	2017-08-15T20:08:16Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
fadcb1ef0de540d1	2017-08-15T20:11:05Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
68afc34ed8d972d9	2017-08-15T20:12:03Z	Genius (website)	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
d3b3f95fce7673da	2017-08-15T20:12:05Z	Genius	yes	what is a genius iq?	If someone searched for '...', would they want to read this article?
8c354556858667e8	2017-08-15T20:12:23Z	Ian Bannen	no	sailor soldier tinker spy	Would you click on this page when searching for '...'?
2ee4f6dfe3400ef2	2017-08-15T20:13:14Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
1f8ca89311c42196	2017-08-15T20:13:40Z	Block Buster!	timeout	block buster	If you searched for '...', would this article be relevant?
d780a4db024a12b2	2017-08-15T20:14:33Z	Genius	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
9c9ad24d159f7b67	2017-08-15T20:16:17Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
36bbbebe9ff51a52	2017-08-15T20:17:43Z	Diss (music)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
9c9ad24d159f7b67	2017-08-15T20:18:34Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
fb3511066cade69a	2017-08-15T20:21:08Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
cd02a1aa806e42b8	2017-08-15T20:21:20Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
b54841ecf5c6bb68	2017-08-15T20:22:04Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
2a77302946053510	2017-08-15T20:22:46Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
1fdedf7259b431c4	2017-08-15T20:23:11Z	Diss (music)	unsure	yesterday beetles	If someone searched for '...', would they want to read this article?
869dc68a0e6c21c2	2017-08-15T20:24:27Z	The White Stripes	timeout	star and stripes	Would you click on this page when searching for '...'?
698972aee50630a7	2017-08-15T20:25:01Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
f8c91b10cff0c067	2017-08-15T20:26:32Z	V for Vendetta	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
4c90d2a3df0bb31b	2017-08-15T20:26:43Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be a good result?
0c043257630546d6	2017-08-15T20:26:43Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
21be6cf5b0e44004	2017-08-15T20:28:09Z	How Do You Sleep? (John Lennon song)	no	yesterday beetles	Would you click on this page when searching for '...'?
315eb4fc6f991303	2017-08-15T20:28:20Z	Super Why!	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
ad62c2a95c923cb2	2017-08-15T20:29:17Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
315eb4fc6f991303	2017-08-15T20:31:39Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
059b702b3ecfc4d7	2017-08-15T20:32:02Z	V for Vendetta	yes	who is v for vendetta?	Would you click on this page when searching for '...'?
ab028a3ef4e5f18f	2017-08-15T20:33:01Z	Audio search engine	timeout	search engine	If you searched for '...', would this article be a good result?
481f91c85b9de3bf	2017-08-15T20:33:04Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
edd5bd4cf3892729	2017-08-15T20:33:14Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
731632baf5d20cc4	2017-08-15T20:35:50Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be a good result?
d54a9bcf0cd37781	2017-08-15T20:35:53Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
315eb4fc6f991303	2017-08-15T20:36:17Z	Barney & Friends	unsure	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
7a7e1e34e619e989	2017-08-15T20:36:21Z	Private language argument	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
34d3ce42bb26214d	2017-08-15T20:38:35Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
fc6d941f12159bdf	2017-08-15T20:38:52Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
5ff44645813dd78f	2017-08-15T20:38:58Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
14f4d71c3afbd618	2017-08-15T20:40:10Z	V for Vendetta	dismiss	who is v for vendetta?	If someone searched for '...', would they want to read this article?
33a77dd8582b9f22	2017-08-15T20:41:08Z	High IQ society	yes	what is a genius iq?	If someone searched for '...', would they want to read this article?
9430266a384b2b13	2017-08-15T20:42:45Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
9a34bcdeecbe542a	2017-08-15T20:43:43Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
fa4892c6c41ec73d	2017-08-15T20:43:56Z	Diss (music)	no	yesterday beetles	Would you click on this page when searching for '...'?
0016518ae2cbea36	2017-08-15T20:44:00Z	The White Stripes	timeout	star and stripes	Would you click on this page when searching for '...'?
9676a333f5868f79	2017-08-15T20:44:09Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
111ffdea728c4003	2017-08-15T20:44:43Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
32710d7eb42acbf3	2017-08-15T20:45:36Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
3a04f1e1b6ef8bad	2017-08-15T20:46:20Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
18c2e460aafc20fb	2017-08-15T20:46:26Z	Super Why!	unsure	why is a baby goat a kid?	Would you click on this page when searching for '...'?
efddf83a50877de2	2017-08-15T20:49:17Z	Search engine marketing	timeout	search engine	Would you click on this page when searching for '...'?
27069dea25f08dde	2017-08-15T20:49:33Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
c30af2d65bef79d7	2017-08-15T20:50:13Z	Super Why!	no	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
1975d98b984b90ee	2017-08-15T20:52:37Z	Web search engine	timeout	search engine	If someone searched for '...', would they want to read this article?
dd642b894b051d3a	2017-08-15T20:52:55Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
7a6c003243edaabf	2017-08-15T20:53:26Z	The Stars and Stripes Forever	timeout	star and stripes	If someone searched for '...', would they want to read this article?
cfafb2807a578a1b	2017-08-15T20:55:30Z	Tinker Tailor Soldier Spy	no	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
373488ed86bddad7	2017-08-15T20:55:53Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
3d69b6093029e991	2017-08-15T20:57:57Z	Stripes (film)	timeout	star and stripes	If someone searched for '...', would they want to read this article?
70fe095fdabef6bb	2017-08-15T20:58:21Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
49982923191baa90	2017-08-15T20:59:21Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
2615f1869ab0835d	2017-08-15T21:00:25Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
cba5eda6f6927981	2017-08-15T21:00:47Z	V (comics)	yes	who is v for vendetta?	Would you click on this page when searching for '...'?
9df847cacc42ae56	2017-08-15T21:01:14Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
80f8046472db869e	2017-08-15T21:01:29Z	The White Stripes	unsure	star and stripes	If you searched for '...', would this article be a good result?
0800a396c8cceb16	2017-08-15T21:02:06Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
31a488f076581250	2017-08-15T21:02:44Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
50f06d6f5e9bcec3	2017-08-15T21:04:40Z	High IQ society	unsure	what is a genius iq?	If you searched for '...', would this article be a good result?
affb0a59a58e3d1d	2017-08-15T21:05:19Z	V for Vendetta	no	who is v for vendetta?	If you searched for '...', would this article be a good result?
91c1bd50f01ae12c	2017-08-15T21:06:47Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
f830fb6b51a5afb0	2017-08-15T21:08:04Z	The Stars and Stripes Forever	yes	star and stripes	If you searched for '...', would this article be a good result?
08ec1a6bdeb26009	2017-08-15T21:08:47Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
f8e541d95d209591	2017-08-15T21:11:11Z	Barney & Friends	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
f830fb6b51a5afb0	2017-08-15T21:12:04Z	The Stars and Stripes Forever	no	star and stripes	If someone searched for '...', would they want to read this article?
f8bb6b1213b4d942	2017-08-15T21:13:42Z	V for Vendetta (film)	yes	who is v for vendetta?	Would you click on this page when searching for '...'?
12a4a9b78247eda0	2017-08-15T21:16:19Z	Diss (music)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
af7cdf320a868a0d	2017-08-15T21:16:29Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be relevant?
25d2d4aeb5d57afd	2017-08-15T21:17:24Z	List of V for Vendetta characters	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
56c030352df2066a	2017-08-15T21:17:56Z	The Collected Stories of Philip K. Dick	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
074a88583945738a	2017-08-15T21:18:08Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
132a8b07954c8866	2017-08-15T21:18:18Z	The Stars and Stripes Forever	timeout	star and stripes	If someone searched for '...', would they want to read this article?
624869a372cf56ca	2017-08-15T21:18:29Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
54cd549bd2e90380	2017-08-15T21:19:58Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
c05ec1ecba513df9	2017-08-15T21:20:18Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
c939a59f9c255356	2017-08-15T21:20:34Z	Super Why!	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
aae40a83efbc765c	2017-08-15T21:20:44Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
a4151deeb35d72ab	2017-08-15T21:21:28Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
a9bc3b3f4c96b2aa	2017-08-15T21:21:47Z	V (comics)	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
1402061e13c52a39	2017-08-15T21:22:03Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
4dbd4de71b851cb9	2017-08-15T21:22:29Z	Stripes (film)	timeout	star and stripes	If someone searched for '...', would they want to read this article?
a8965103cc13c371	2017-08-15T21:22:32Z	Private language argument	unsure	yesterday beetles	If someone searched for '...', would they want to read this article?
c96bf51bc4d14f3c	2017-08-15T21:23:17Z	Genius (website)	unsure	what is a genius iq?	Would you click on this page when searching for '...'?
4944cce94cc118d6	2017-08-15T21:23:55Z	Goat	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
d826c10913183a12	2017-08-15T21:24:31Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
1d0c6b72c24ecb4d	2017-08-15T21:24:57Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
f48e03e7f7fe9fe9	2017-08-15T21:25:27Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
2a418c36f4831c6d	2017-08-15T21:25:28Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
3c32aa0869943568	2017-08-15T21:26:03Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
2ef8130f8e1d828d	2017-08-15T21:26:05Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
fb09f6400b40e6a2	2017-08-15T21:26:46Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
a5c05735b0317e5c	2017-08-15T21:27:43Z	High IQ society	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
6cf580ac8385dd7f	2017-08-15T21:28:56Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
5b20e30c1665f651	2017-08-15T21:29:58Z	Ian Bannen	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
14d1a8ab390a45d0	2017-08-15T21:30:31Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
f01abb2061bfa2cb	2017-08-15T21:30:33Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
d14c2348e0ff6cd2	2017-08-15T21:31:55Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
bde072e13eea2ad3	2017-08-15T21:33:56Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
3a9f9ecff3bc65ce	2017-08-15T21:34:29Z	The White Stripes	timeout	star and stripes	Would you click on this page when searching for '...'?
55408f92047836ce	2017-08-15T21:35:56Z	Stripes (film)	timeout	star and stripes	Would you click on this page when searching for '...'?
edd05c8b5d8120b0	2017-08-15T21:36:46Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be relevant?
11c9a8b37639dfa9	2017-08-15T21:36:49Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
48f59918a09966b9	2017-08-15T21:38:30Z	Flower	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
6059dadbb095c522	2017-08-15T21:38:55Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
107974090a58975e	2017-08-15T21:39:39Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
52309e3043ae85db	2017-08-15T21:40:52Z	The Sweet (album)	unsure	block buster	If you searched for '...', would this article be a good result?
b6169f69db37c4dd	2017-08-15T21:42:04Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
2037bb5b8d5ddbb5	2017-08-15T21:42:44Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
b8fc71e548bca7c8	2017-08-15T21:42:53Z	Goat	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
17cca707f220c354	2017-08-15T21:43:26Z	Diss (music)	no	yesterday beetles	Would you click on this page when searching for '...'?
b25cd7681aaa78e3	2017-08-15T21:46:03Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
d7dd9ea188f76668	2017-08-15T21:47:05Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
94e9247afaff0bab	2017-08-15T21:47:38Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
57d625888203b8ac	2017-08-15T21:50:22Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
a90e706707f4ef9a	2017-08-15T21:55:50Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
e69b0f8ae4f9acf0	2017-08-15T21:56:26Z	IQ classification	unsure	what is a genius iq?	If you searched for '...', would this article be relevant?
dea77a58f88b189f	2017-08-15T21:56:53Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
ee913bebf5cc0253	2017-08-15T21:57:09Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
ac25f768243af56b	2017-08-15T21:58:06Z	The White Stripes	timeout	star and stripes	Would you click on this page when searching for '...'?
59dc12cc6087b0a4	2017-08-15T22:01:12Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
af50cc74b0b4c218	2017-08-15T22:02:18Z	Web search engine	timeout	search engine	If someone searched for '...', would they want to read this article?
9288e8e167b76fcc	2017-08-15T22:02:49Z	Genius (website)	no	what is a genius iq?	If you searched for '...', would this article be a good result?
7b7fea428daba967	2017-08-15T22:02:56Z	Block Buster!	no	block buster	If you searched for '...', would this article be a good result?
ced4e6efba32051e	2017-08-15T22:03:07Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
2c2e5b24b9ab7214	2017-08-15T22:04:30Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
52d20e60428928a4	2017-08-15T22:06:34Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
380fcdb5ce18c890	2017-08-15T22:08:29Z	Genius	unsure	what is a genius iq?	If you searched for '...', would this article be a good result?
40c93645a48d2919	2017-08-15T22:09:06Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
82fc340ea8d0f1d6	2017-08-15T22:10:39Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
93095e2f293b527a	2017-08-15T22:13:05Z	The Stars and Stripes Forever	no	star and stripes	If you searched for '...', would this article be relevant?
1c69bc77485ff84e	2017-08-15T22:13:26Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
862885a6f36a4d18	2017-08-15T22:13:53Z	Search engine marketing	timeout	search engine	Would you click on this page when searching for '...'?
beef1edb94eb5272	2017-08-15T22:17:12Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
96774f226ea169c6	2017-08-15T22:18:40Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
8cc30464a73d2f0c	2017-08-15T22:20:57Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
001989504ff7a6ba	2017-08-15T22:21:07Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
96d32ad56cf024a1	2017-08-15T22:21:37Z	List of search engines	timeout	search engine	If someone searched for '...', would they want to read this article?
940214e07ea51126	2017-08-15T22:26:00Z	The Kids from Room 402	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
495f43f96e3d1ad0	2017-08-15T22:27:13Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
b7353c6159500c52	2017-08-15T22:29:13Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
b4ca0ee3f5b68965	2017-08-15T22:29:20Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
c689ccf34ef74cd5	2017-08-15T22:29:49Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
97626b7d42f5a695	2017-08-15T22:30:07Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
d4ab28019b2b6839	2017-08-15T22:30:47Z	Diss (music)	unsure	yesterday beetles	Would you click on this page when searching for '...'?
6b11bdbf16729bb6	2017-08-15T22:34:38Z	Item 47	unsure	10 items or fewer	If you searched for '...', would this article be a good result?
e0c41514114a91bb	2017-08-15T22:40:15Z	Web search engine	timeout	search engine	If someone searched for '...', would they want to read this article?
ac8f9a9b917cd4b5	2017-08-15T22:41:29Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
4539996fd6549431	2017-08-15T22:47:23Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
d247057d5359eb7a	2017-08-15T22:48:34Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
4739b7a4ba503544	2017-08-15T22:51:45Z	Blockbuster	timeout	block buster	If you searched for '...', would this article be a good result?
a4123509cf3aa90f	2017-08-15T22:51:50Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
0d6bb69a9ad0acf8	2017-08-15T22:53:44Z	Ian Bannen	unsure	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
2a6fac45aff17efa	2017-08-15T22:55:18Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
0cf9d07e2eaa8972	2017-08-15T22:56:32Z	The Kids from Room 402	unsure	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
884855453a66dee1	2017-08-15T22:57:03Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
3c9336e82289e304	2017-08-15T22:57:20Z	Diss (music)	no	yesterday beetles	If someone searched for '...', would they want to read this article?
2c4211e724f33a2b	2017-08-15T22:57:45Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
c47f382425934517	2017-08-15T22:57:46Z	Genius	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
dc43d69214ca5a8d	2017-08-15T22:58:31Z	Genius	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
73cd159730b468ef	2017-08-15T22:59:19Z	10-foot user interface	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
2bdb45bb8c18f62a	2017-08-15T23:02:56Z	Search engine optimization	yes	search engine	If you searched for '...', would this article be a good result?
90ad38e1f3dcbd7d	2017-08-15T23:05:29Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
3534205d137dec9d	2017-08-15T23:07:10Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
c4435bb983edcd0e	2017-08-15T23:07:21Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
8723af6eecc0981f	2017-08-15T23:07:23Z	Barney & Friends	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
20c3b68238d044ff	2017-08-15T23:08:34Z	Genius (website)	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
7c6ab71706b77c7d	2017-08-15T23:09:00Z	Tinker, Tailor	yes	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
f7eb3ae4e5caa2c6	2017-08-15T23:09:03Z	Buster Keaton	no	block buster	If someone searched for '...', would they want to read this article?
460947ea718332fe	2017-08-15T23:09:58Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
9fc66651b3c53afd	2017-08-15T23:10:45Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
791497a65fdb6d17	2017-08-15T23:11:04Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
358bf8d4d6972a26	2017-08-15T23:12:17Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
7616af341cc8690a	2017-08-15T23:13:11Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
f7cd0eb503cd52fe	2017-08-15T23:13:18Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
b78b5b5cc99fca39	2017-08-15T23:13:46Z	Goat	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
55ce65cf83e607cf	2017-08-15T23:15:05Z	IQ classification	yes	what is a genius iq?	If you searched for '...', would this article be relevant?
deafbb68d919f3e6	2017-08-15T23:18:28Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
091dac797ce2687d	2017-08-15T23:21:13Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
31f49cf9dea4ac79	2017-08-15T23:21:29Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
